s#,c#,grade
24474357,OE-05,68.8
28970790,MV-81,64.3
36338462,DA-35,71.1
24931175,LF-25,80.4
11155948,CE-17,74.1
32569088,ME-04,63.5
21517600,EE-82,65.2
39103478,MT-32,81.2
29467287,EM-05,72.2
29473360,EM-05,77.1
42262453,FL-19,87.7
31565748,LW-13,71.3
24761607,ME-47,63.3
45260624,CE-14,65.0
47859825,HS-28,81.4
16212632,MT-55,78.1
14305013,FL-69,62.6
30674321,AT-41,78.2
17220272,HS-26,96.7
13126204,MT-31,66.0
10121689,FL-30,92.0
19722941,MV-14,71.5
25387640,DA-42,83.3
29846835,CE-26,79.5
45984100,LF-23,77.2
12644665,EM-12
39879257,LW-25,60.1
16788129,ME-28,82.0
38567919,AS-45,74.9
19573795,ME-64,72.2
25187309,EE-96,80.9
42817540,PH-09,93.2
11053968,FL-62,98.0
28302912,HS-09,68.6
48226582,DA-50,71.9
40249739,LF-21,92.2
38716098,MA-09,74.5
45276819,DA-09,64.2
20324380,FL-03,69.4
31789197,EM-24,82.2
29553310,MV-32,94.8
46206867,CE-19,79.2
46446594,TL-02,73.3
21357512,AS-49,75.6
39701513,AT-46,64.9
41005279,EE-28,85.4
35107683,FL-31,75.4
23189623,MX-05,73.9
49939080,ME-35,66.9
41303696,ME-64,81.8
41596701,DA-49,72.9
40110061,OE-05,70.6
48812889,OE-07,65.9
36281577,LW-09,94.4
49548033,FL-31,84.5
24011635,EE-90,88.0
22868538,CE-01,82.5
36050230,EE-41,72.7
19891064,MT-21,66.7
37328828,CS-20,65.6
43703943,CS-55,87.8
31256341,MV-75,88.4
22087542,MV-04,98.3
22196129,CS-51,68.5
39845813,DA-13,94.1
22938878,EE-06,86.1
13412066,OE-29,82.4
37251656,MV-23,64.2
40065418,EM-02,78.5
38046825,AT-22,96.3
29207059,MX-02,91.8
32359300,OE-06,62.5
18348892,CE-50,82.4
13941832,CE-18,75.0
37624245,EE-88,69.3
28525251,MV-73,66.7
47886462,LW-03,81.6
38182012,DA-36,63.3
17220272,LF-11,77.1
48495174,LF-30,88.6
16411897,MV-55,99.8
18103864,LW-05,90.5
36110146,AT-01,80.2
19455801,AT-01,92.5
10371819,DA-10,65.1
11190111,AS-05,99.5
15883501,EE-26,78.2
33494796,MV-27,96.1
34267575,LW-17,71.2
30551260,MA-17,54.4
26460991,ME-03,77.6
21292419,ME-46,56.1
44441309,EE-24,98.5
41117458,EM-51,84.4
34912564,EE-04,75.7
14203958,EM-18,59.9
39879257,IE-06,79.5
10429805,DA-42,58.3
10232920,FL-53,69.7
36046870,FL-70,84.9
35356604,AS-48,74.0
26351393,MV-20,79.9
14326259,EE-04,80.7
30816383,AS-47,85.9
44019470,MV-48,64.2
38803312,MV-55,67.0
26282209,EM-40,85.1
25416048,MV-65,96.5
19408709,MV-40,66.9
30064093,AS-24,67.0
39566896,EM-55,73.9
38858143,OE-20,74.5
39247898,EM-59,86.8
47313720,EE-04,75.8
31685994,AT-26,92.2
31516464,LW-06,81.5
24306153,MT-31,74.1
22496975,LF-40,78.3
24329010,CE-20,80.0
36605658,LW-08,98.7
28347185,EE-64,67.7
33363724,MV-44,90.0
34412981,MV-33,83.3
41511928,EM-30,84.5
47580165,MA-25,90.5
32244330,AS-42,72.3
20924088,LF-03,59.8
21282359,ME-21,67.8
39112560,MV-40,74.0
11042312,CE-38,81.4
11494159,OE-08,84.4
12439249,MA-14,91.7
15356348,MA-02,70.8
48398660,AS-05,74.7
43682148,AS-54,83.8
43109932,EE-17,65.6
21490327,HS-06,87.8
43938941,CS-60,83.5
47487516,PH-07,79.5
35961115,MV-63,77.2
36925128,EM-48,77.2
18097272,LW-07,95.5
45999909,LF-24,75.8
49548033,AT-34,71.6
43600446,EE-79,69.4
42765230,EE-68,67.9
26701261,LF-40,81.7
47698215,MA-10,70.9
29519848,EE-34,80.0
12631434,CE-43,70.7
36054384,EE-80,77.2
43386143,AT-29,76.9
37861619,MA-22,77.7
21146437,EM-10,97.0
34209890,AS-49,90.7
44000113,DA-69,58.4
43242813,MV-05,83.8
13127810,LF-01,71.6
40652238,FL-73,78.9
18385892,CS-28,97.3
21661783,ME-30,76.6
29767133,HS-13,95.7
36449807,ME-37,80.5
27946412,MT-39,86.9
20716692,EE-30,94.9
27502572,CS-21,75.8
37958288,CS-21
38482736,EM-50,90.3
26181952,DA-55,91.2
27541091,LF-12,74.3
12815239,ME-58,91.0
21452867,MT-52,77.1
22868538,EE-91,66.5
24585547,FL-93,94.4
37357542,PH-04,81.3
42065967,EM-41,74.7
21469216,LF-21,65.7
46372831,CS-51,87.8
41955722,ME-20,92.0
32700972,ME-52,59.9
43929059,MV-53,83.4
19199767,DA-26,78.8
16989408,EM-29,71.2
30864025,MT-49,79.8
26048406,EE-61,78.7
48350802,FL-20,87.4
49331753,DA-55,90.8
37622987,CS-23,67.0
28051287,DA-02,76.3
42464807,LF-44,61.2
44483180,DA-44,87.0
13448953,MT-28,69.6
49132142,CE-45,53.9
27574531,MA-01,88.6
26301704,AT-04,93.5
10827065,FL-83,64.7
39800333,AT-24,89.0
31954053,CE-10,76.7
39701513,FL-38,65.6
47652819,LF-01,83.1
18919681,ME-11,66.5
27440311,AS-24,80.9
10615417,HS-25,76.5
33547669,AT-30,82.3
16187889,CE-18,82.5
34537397,MT-43,87.5
48661394,MA-06,97.1
14842746,DA-61,82.4
49651367,EE-17,74.2
29908283,OE-31,88.8
34257112,EM-14,84.8
26193842,CS-13,81.2
13629467,LW-08,83.4
40051171,MV-30,69.8
28051287,ME-51,69.2
12902212,CS-48,71.3
12315810,DA-20,70.9
17350700,FL-92,79.6
28347185,FL-35,71.8
33704835,HS-08,82.3
21370332,CE-33,59.7
42815651,HS-21,94.5
20567064,OE-30,97.4
47652819,LF-13,86.3
19845752,LF-32,78.3
43225372,MV-24,86.0
41108709,MV-45,84.7
45357683,EE-74,68.3
31926431,DA-69,79.0
37266859,DA-34,84.3
43442420,AT-35,75.7
19040067,AT-49,71.7
48333809,EE-78,79.3
44432413,CS-24,60.8
40197983,FL-37,80.3
19531044,AT-40,98.4
42149326,OE-22,84.6
28572941,LW-19,91.9
39789460,DA-16,85.6
43274373,CS-23,89.3
31097283,MV-51,65.3
13913874,MV-79,83.9
21293161,AS-53,82.7
17684692,EM-14,72.5
43230824,HS-30,93.8
19164718,DA-36,85.5
18597872,IE-08,75.3
18199464,FL-01,86.3
21890222,FL-56,98.7
26344293,AS-41,76.3
44468708,AS-25,60.6
25934895,AT-22,89.0
19752186,FL-96,89.7
39095038,CS-36,72.7
12249361,MV-05,88.1
16559487,EE-18,79.4
37518276,LF-21,75.0
32991444,LF-43,81.0
10240438,PH-14,87.9
40197824,MV-84,56.5
27802484,DA-04,95.1
46356154,EM-27,68.2
14860043,ME-21,86.0
34412981,MA-23,88.5
26322247,EM-27,72.5
37695107,AS-33,91.0
10849683,MV-23,77.3
41680024,PH-08,85.3
16251666,DA-27,85.3
38238371,MV-03,80.8
38858143,AS-39,83.5
29951124,PH-07,78.4
28491577,MT-29,82.6
26489365,EE-20,96.8
44515139,ME-40,87.5
15689518,AT-34,89.6
15769251,MA-15,66.8
20185744,MT-11,72.4
34267575,LF-20,73.4
24984562,AS-27,93.7
40805751,DA-40,65.9
35384061,LF-18,61.0
43603513,MT-12,58.2
23321134,EM-35,73.5
10985433,HS-07,83.5
44155597,AT-10,86.4
45403987,DA-50,77.2
15053194,ME-35,86.6
13116554,EM-34,88.7
19725119,AT-24,80.8
45314739,DA-42,70.6
10434569,HS-15,86.1
40805751,PH-03,65.2
13394002,FL-02,90.4
10012685,FL-34,80.3
10816267,FL-40,89.5
15629849,FL-54,89.3
30471759,EM-11,91.0
37397886,HS-20,54.3
24745187,EE-14,71.4
42616485,MX-02,61.4
16673879,DA-40,91.2
44422269,ME-45,85.1
24092742,AS-37,68.9
24474357,MV-09,89.8
40105795,ME-48,69.2
41474426,ME-26,75.8
20994942,FL-89,69.4
25557687,CE-44,91.5
14895139,OE-23,73.4
25590699,ME-41,69.4
27413247,EE-24,61.8
42002417,FL-08,72.6
33065940,MV-12,51.9
28991351,HS-19,85.1
14838252,MA-03,83.7
43892986,HS-02,80.2
10846366,HS-31,74.1
16709295,CS-09,69.1
46356154,EM-34,61.1
42999349,LF-22,77.1
49383293,LF-16,95.7
41586441,DA-30,84.9
17191856,CS-41,78.6
43457029,MV-23,66.1
21251263,MT-18,76.4
38396662,EM-45,88.9
22125720,EE-51,74.4
25777107,EE-08,95.9
27786189,MV-71,77.0
43047066,MV-54,70.5
40996695,EM-54,81.6
47621617,MV-26,92.9
36942380,OE-20,87.6
43449256,AS-22,91.1
49726737,HS-16,76.1
30911553,MV-64,91.2
36372769,HS-20,83.0
44134786,CE-35,98.1
25192713,AS-10,62.5
10257408,LF-43,84.8
39401498,DA-29,80.8
31697677,MA-09,74.7
35795419,AT-32,96.1
19635075,FL-55,79.5
21783538,LF-22,82.4
47346203,MV-56,63.9
41408469,CS-61,75.1
20126677,EE-89,93.0
28100249,HS-17,77.8
25864870,HS-26,95.9
20046362,TL-03,88.8
43092780,CE-03,65.7
43965760,EE-27,80.4
33242498,CS-59,65.0
32068749,FL-28,87.6
30394187,LF-23,78.5
24872453,CE-49,61.5
41325561,CE-40,58.7
35434929,EE-70,82.4
25789499,MV-58,83.7
42819389,MV-82,84.4
48052582,EE-66,77.5
45927797,CS-42,66.2
26697646,MV-75,85.5
10847136,AS-56,69.9
38742755,CS-43,89.2
24325421,MT-48,74.4
25924179,AS-09,88.9
29755210,LW-27,73.5
14703702,AS-39,82.5
26175622,ME-35,83.6
27544200,CS-46,92.2
11962961,MA-14,93.5
33587904,CS-44,98.2
27557709,AT-46,86.9
38046825,ME-14,94.1
32521528,DA-39,64.7
22933538,FL-75,69.0
15787812,LF-44,81.6
13079282,MT-12,92.6
35435123,DA-60,72.6
47333369,EE-58,72.6
23999242,MA-11,73.8
37744735,HS-17,85.8
36318090,LW-17,74.1
48714001,CE-29,81.7
49940170,ME-33,84.2
19557428,ME-13,79.2
16180340,EM-39,90.2
34193319,LW-05,80.4
26264160,FL-20,77.3
46372831,MV-64,86.0
12096893,CE-45,60.6
24414110,LW-26,94.8
30039141,FL-71,72.9
27470981,FL-95,88.6
27478656,DA-12,67.2
44073571,MV-62,76.6
30034756,EM-57,99.9
47621617,MT-36,78.4
34987045,EE-55,87.2
15835491,DA-22,58.4
27103533,AT-01,84.6
22164320,ME-11,67.1
15671209,MV-40,80.4
24379243,LF-32,87.3
44734943,MV-86,80.2
16909654,AT-15,82.5
11439685,LW-14
11904548,MT-06,83.8
12793441,AT-36,86.3
38016742,ME-52,63.5
22446848,DA-50,81.1
41679346,MV-80,67.5
23609630,IE-05,76.0
35115530,CS-07,72.1
35089298,FL-52,87.5
35555578,LF-05,73.0
24163460,ME-65,84.8
43396276,MV-73,76.1
48395740,MT-02,71.2
30816383,MV-21,64.8
18348892,FL-84,71.2
46866457,OE-07,65.0
28075530,EM-51,85.2
49487231,LF-05,76.5
28717510,CE-08,84.3
24743934,MA-25,75.7
34470203,CE-14,79.6
16116889,MV-18,76.3
13480904,CS-49,76.1
19339531,MT-30,75.6
12316381,AT-22,75.1
25218824,EM-06,76.1
33629005,FL-11,75.7
34374494,MA-11,86.9
39853916,EE-45,81.9
42251522,FL-48,60.7
45113739,MV-31,99.0
23999242,EE-05,75.6
16624173,FL-12,84.6
40539412,MT-39,73.9
15740502,EE-47,70.6
48053765,FL-20,70.1
38647698,FL-04,77.3
41474426,MT-44,95.3
35995383,LF-05,59.7
39867242,EM-48,85.2
39467746,DA-15,72.7
22284565,ME-61,83.1
25234847,ME-42,78.3
21011354,CE-42,90.6
40214249,EE-46,52.0
29202923,AS-47,73.8
15740502,DA-22,79.1
30934186,EE-59,84.9
35943385,EE-81,64.3
44055587,EE-67,68.8
16957614,EE-65,60.8
42564003,FL-68,66.4
12628126,OE-19,83.0
48455126,MA-07,75.4
35864215,CE-47,71.9
35019227,CE-35,88.4
25948855,HS-10,95.5
32415726,EE-16,87.0
18740517,FL-73,82.5
33229957,EE-57,83.6
43446676,IE-01,67.5
46128631,EE-57,62.0
14277808,LF-35,67.7
11176525,MV-78,88.5
33818370,FL-47,97.3
21961381,MV-41,79.7
17220272,ME-02,64.7
32474701,AS-24,72.7
20145532,MV-82,78.6
16579324,CE-35,64.5
26604264,AT-08,77.9
30688644,OE-11,67.9
45853796,MV-27,83.6
41667882,CE-28,84.9
31527171,LF-42,61.5
31803086,DA-21,70.5
46128631,EE-07,93.0
44367192,OE-11,62.3
28970377,AS-56,64.4
28874068,CS-46,70.2
45825240,PH-15,95.1
19875306,LW-12,68.2
32021579,EM-25,91.4
14114457,MT-07,77.9
43475660,EM-30,81.3
40217161,MT-51,65.9
13705275,CS-26,60.9
29799883,AT-48,72.4
20227639,PH-05,70.9
28925640,AS-31,69.5
39229083,MV-09,76.8
43671956,MV-40,86.0
35464550,FL-69,80.2
13776301,LW-07,99.6
13394002,CE-32,83.1
28874742,EE-62,70.9
30014227,LF-18,83.3
20631764,MV-49,69.1
24989348,AT-10,70.8
12413660,DA-24,93.3
18204707,MV-12,80.4
39960775,AS-14,87.3
41488115,EE-69,79.2
22952628,AS-48,73.9
27509141,ME-45,94.1
41310787,CS-17,68.6
23989281,EE-90,85.4
37144898,MA-08,58.5
25911487,HS-03,87.5
20506453,MT-42,69.5
49150290,DA-56,78.1
33127342,EM-28,88.8
39005034,DA-33,85.8
12666914,CS-50
30852506,FL-25,79.9
28274420,FL-92,75.7
36403506,CS-54,68.6
15481305,AS-23,61.4
39021936,MA-10,81.6
12077005,EE-26,63.0
30534287,CS-37,69.2
31756410,EE-61,98.0
37583674,DA-64,77.2
38730669,ME-07,96.3
25025403,FL-07,67.9
19330675,OE-28,93.1
25187309,AS-44,95.3
19744145,MT-05,67.1
28925640,DA-75,74.3
43008555,MA-19,99.0
21838729,LF-06,81.2
37940351,HS-25,86.9
25648909,MA-21,77.1
46896833,DA-73,89.1
39798686,LF-36,76.6
18518358,AT-12,96.2
39005034,CE-20,80.1
26299241,IE-02,68.2
21760521,MT-06,89.1
36317079,EE-16,79.0
28083118,FL-86,83.0
36339240,EM-14,85.4
33660603,EM-33,72.3
20216779,EE-05,97.3
13807848,EE-54,73.4
42689026,FL-92,82.7
18264692,MT-50,99.6
37455006,CS-40,65.8
42004033,FL-69,91.9
28925640,MV-32,74.3
39913794,MT-31,80.8
32509023,MV-09,78.8
47643132,MA-25,98.1
46283000,OE-04,75.7
48018648,CS-41,86.4
38080676,HS-18,74.7
17087796,DA-64,86.7
45207855,LW-18,75.6
16646651,EM-40,80.2
23845831,EE-10,60.8
29597043,EE-79,61.5
22087542,DA-45,90.9
29092887,AS-25,86.4
21370332,MV-02,76.3
15412333,AS-05,56.5
44472981,MV-37,74.6
46361993,LW-18,62.5
34832970,LW-06,62.2
14624100,PH-14,72.5
44296676,EE-79,68.9
11771190,FL-70,80.2
34221469,MT-41,67.1
10240438,MT-07,63.0
31881932,AT-43,72.4
26300383,LF-16,73.5
44000113,MT-09,78.6
17858090,MA-19,99.5
22624759,FL-12,82.0
26701261,EM-04,83.4
26105569,DA-72,72.0
29088940,CE-07,71.8
43682148,MV-73,87.9
38792112,EE-80,66.6
25073395,LF-21,68.8
40894819,CS-29,74.0
29475736,FL-90,97.4
36206795,FL-03,89.0
47902113,AT-06,79.2
17809158,AS-48,84.8
48395740,FL-15,74.3
16579323,FL-45,76.9
39622397,AT-04,86.5
31141699,EM-24,88.5
38955082,DA-19,92.5
43634737,FL-01,75.5
33622391,AT-18,74.2
39112560,OE-30,60.8
30864025,CE-07,74.1
26819227,AT-50,66.9
31669607,MV-18,90.1
20046362,OE-05,74.6
19875306,AS-42,59.8
11935949,PH-07,86.3
31398918,ME-38,86.9
18652588,EM-11,69.6
13988004,CE-26,78.5
43784270,ME-44,94.0
32758557,OE-28,84.3
17105897,DA-62,85.5
30045868,LW-05,83.8
16022713,MA-04,79.6
25911487,EE-51,76.8
49487231,PH-01,73.0
40773227,AS-49,76.2
21368136,AT-23,68.9
29775607,FL-53,92.6
34072652,MA-24,85.3
36066783,DA-66,91.2
13629467,AT-37,76.5
13250910,CS-57,57.4
13913607,CS-37,73.8
40595717,OE-24,78.6
40745384,OE-20,68.5
42020788,OE-01,88.2
15956736,EE-24,73.6
28025154,FL-08,80.5
31117131,MV-26,71.5
39098570,MV-40,58.2
12660242,FL-92,81.3
44879303,EE-43,81.6
41642902,CS-08,69.0
13278271,DA-33,83.6
28159137,LF-43,81.7
28541391,ME-20,66.5
28025154,LF-32,76.6
48561548,CE-48,85.5
22659854,AS-30,67.2
29299786,EM-60,83.6
36761714,FL-57,79.6
33516456,EE-45,72.3
24583454,MV-40,67.3
20462124,HS-17,95.3
25730496,MT-22,74.2
41511928,LW-19,73.1
10335916,DA-74,75.5
15639353,EE-66,78.7
49331753,DA-49,84.9
25994962,MT-29,92.4
12050653,FL-39,98.0
15541271,MA-07,82.5
26879785,FL-05,75.3
27985343,FL-35,71.3
12804774,EE-06,83.7
33269598,AT-50,80.8
13939705,AS-38,86.6
12871677,FL-39,94.4
29519253,MV-17,80.3
36143733,MT-07,69.6
13705275,MT-28,84.8
29451857,MT-51,71.7
42289509,FL-83,68.9
49868273,EE-86,83.2
12666914,EE-91,73.1
37921833,MV-74,84.1
10217573,LF-23,78.7
10980125,MT-45,68.3
37470584,OE-13,73.1
33348164,MV-57,88.9
31535551,CE-41,86.9
25729323,LF-40,76.1
12129157,EE-95,72.1
22222886,MV-23,82.0
20716725,MT-31,96.6
29034665,DA-02,83.5
26675419,HS-26,94.9
27008887,FL-86,67.5
20371108,MA-14,96.6
34072652,MV-76,64.4
19226434,MV-21,82.0
39363226,AT-25,87.2
36447995,EM-22,90.6
49122111,OE-25,91.8
10208626,EE-81,89.4
24497818,ME-05,74.6
29508719,OE-22,75.1
29541663,AT-47,70.8
19535800,CS-32,92.6
14065201,FL-79,71.6
43787280,AS-39,66.2
44441309,AS-06,83.6
42324404,AT-25,73.8
42486736,LF-22,77.1
45757676,MV-25,80.5
41446691,MV-68,78.7
20072253,ME-35,73.6
21357512,HS-01,95.7
30034201,CS-09,66.0
39833328,EE-23,64.1
29318767,IE-03,58.4
13379181,OE-15,80.4
20083644,AT-42,92.4
23957771,MT-52,82.2
23967717,ME-56,83.1
33119962,CE-07,59.2
35581752,EM-24,86.2
27510670,AT-05,64.8
43560044,MV-80,80.1
20427223,MV-54,76.0
38977495,DA-25,83.7
25836355,CE-03,65.7
47889610,MV-11,90.9
15402788,EE-97,68.2
45365885,AT-41,79.8
48301504,MV-68,93.2
42861835,EE-79,80.8
12315810,AT-06,91.0
25557687,CS-44,80.6
47585469,EM-26,83.9
33822951,EE-22,65.9
43219783,DA-55,93.7
28932541,CE-17,94.3
13237922,MV-20,80.6
31693466,CE-16,87.0
44289578,MT-36,75.6
38502971,IE-03,82.5
11265347,CE-38,98.0
19331558,FL-11,76.3
28159137,AS-53,76.3
27407867,EM-13,95.8
28795439,MV-33,90.2
12777118,AS-36,86.8
16204563,CS-18,98.8
39589323,OE-17,65.7
49946329,EE-35,84.9
43955003,OE-09,77.7
28459424,CE-36,82.5
49982122,AS-23,76.3
49828250,CE-23,100.0
47740318,LF-38,68.6
19856385,MV-30,61.6
49230866,FL-26,73.6
35680930,DA-71,88.2
37854942,EE-20,74.3
27242738,MV-59
32962287,LF-12,89.6
14263002,ME-41,85.8
35356604,AS-42,75.6
19199767,FL-36,54.4
25025860,FL-55,66.1
22389548,EM-48,81.3
10615417,ME-08,52.3
30793611,FL-58,81.5
42689026,EE-76,98.0
28159137,MV-59,89.0
48453098,OE-04,80.9
40914012,AT-23,89.4
22725724,MV-49,90.1
20335804,CE-21,79.1
47703573,MT-28,85.7
44910410,FL-55,87.7
27985343,AT-01,74.0
44483180,OE-20,54.8
14311997,EE-72,91.7
42450272,OE-11,86.4
40451504,HS-12,69.7
11785119,FL-61,84.2
24817885,FL-72,85.3
40301245,PH-07,61.4
12858695,FL-74,86.9
34126299,LF-03,70.2
29828247,EE-52,87.2
19749624,ME-30,89.9
10030591,AT-28,58.4
21306176,CE-14,82.8
43780645,MV-22,54.4
13833716,ME-27,72.7
10596424,EE-25,59.3
26481623,MV-15,94.2
39459693,FL-69,68.9
22571381,MX-03,87.5
35581752,CS-45,58.8
29773248,ME-01,75.9
27800942,ME-52,97.6
19957409,EE-53,74.9
14264505,MA-15,80.3
48705442,CS-24,68.2
33853816,FL-15,88.4
20645352,ME-04,73.8
20962832,ME-16,85.8
23213264,AS-42,89.6
31331504,LW-06,79.4
40803168,FL-55,78.5
18797215,LW-16,93.3
16579324,EE-37,88.9
47081664,IE-03,67.8
38742755,MV-31,93.1
43603513,ME-21,66.9
38607654,TL-01,79.6
22687802,EE-25,77.6
21327843,DA-08,72.2
42100608,EM-54,91.4
20083644,AS-02,92.6
31990205,FL-62,69.8
39800333,CS-06,88.3
27470981,MV-20,81.0
35621804,FL-63,73.7
20955044,AS-47,88.7
29260090,LF-04,95.1
31097283,CS-49,80.1
39153318,AT-28,83.8
13042535,MA-19,80.2
24515219,MV-34,85.9
42721225,OE-30,75.5
18891169,ME-51,73.3
27332081,CS-31,86.8
34793496,LF-16,58.4
48343429,MV-63,86.0
45307550,MV-05,72.2
21276986,DA-59,79.4
16893862,ME-55,73.2
16977279,HS-16,79.7
13872029,MT-25,87.0
27346564,OE-01,75.6
11516852,FL-18,80.4
39689405,EE-69,79.9
23582541,DA-73,92.1
32563260,MT-11,88.6
23928832,ME-17,87.0
45598069,MV-69,86.1
23978139,LF-01,75.1
13446060,EE-82,75.9
20177437,FL-01,86.5
46077845,EM-65,70.9
12129157,AT-25,64.8
20117207,MV-20,71.1
13941617,AT-34,71.5
47451471,AT-21,74.8
18476730,FL-45,64.9
11131483,MT-18,52.4
28698483,MV-32,80.5
15592189,MV-05,95.8
34525981,CE-09,85.1
35359984,CE-38,83.3
41434312,AS-01,90.7
31002006,MA-07,77.7
11604401,CS-18,78.0
31629020,DA-32,88.8
29984066,EM-04,82.1
11628472,MT-41,95.2
30155440,EE-65,74.1
39007171,DA-34,91.7
21421762,EM-52,57.8
27298101,OE-05,76.1
17014175,EE-59,81.0
29467287,ME-58,69.7
40161674,HS-23,83.1
14293058,AT-16,79.5
49028965,MA-25,84.9
49383293,DA-41,72.3
43769839,MV-81,78.7
41610803,AS-11,71.1
14351933,CE-47,80.2
47197469,HS-04,84.5
36183864,EE-49,91.1
19835210,EM-60,79.2
44701601,CE-49,76.7
28781430,AS-18,64.4
32412329,EE-68,92.6
39051428,AS-50,98.1
15110200,EE-71,66.6
35108773,MV-76,80.2
46607647,DA-52,89.4
14577687,DA-13,77.6
41254754,FL-43,84.6
10613478,MT-26,80.7
23101713,EE-36,87.4
23342077,EE-76,98.3
23969699,AT-33,82.2
37943576,EM-50,68.9
28887666,CE-24,78.5
30503331,EE-96,79.2
23989281,CS-58,71.0
42004876,FL-36,83.5
33394054,AT-30,75.1
35501248,FL-91,66.3
43878856,PH-11
37514666,AS-51,73.3
41727524,HS-31,80.4
28905722,DA-74,71.8
21140828,IE-05,95.2
29508719,EM-24,79.2
47721304,AS-36,87.9
10012685,CS-44,88.0
12935443,MA-21,83.5
28045503,CS-53,92.0
10269961,DA-35,91.6
16200752,EE-75,87.5
18264692,LW-24,89.8
13913607,CS-43,96.3
33853805,ME-46,86.3
11463063,DA-59,73.1
36593156,EM-24,92.2
38920765,MT-03,67.1
27574531,EM-30,75.6
41737560,EM-15,75.5
12912856,DA-37,85.8
25601821,CE-25,53.7
30116532,MV-68,63.8
25077433,MV-11,87.9
28747696,EE-72,70.0
26344293,TL-04,78.1
12646193,LF-26,83.5
10217573,LW-08,76.6
38890368,AS-05,83.9
38824664,EE-11,94.7
28898232,MV-33,71.4
18928150,MT-40,76.1
29860458,MA-13,68.4
39642066,EM-21,55.7
41515178,MV-24,89.1
23943842,DA-43,85.0
22259673,LF-03,80.3
22634797,EE-55,92.7
48301504,EE-27
32085331,MA-21,83.4
42065967,HS-10,74.6
49541875,LW-18,69.6
35421990,LW-09,93.9
42566398,FL-74,76.0
22135105,ME-13,68.2
14252047,EM-15,83.6
49324014,LF-32,81.9
27786189,MT-34,75.2
29660280,CS-53,70.8
10613478,CS-37,72.2
19669677,EM-22,60.5
40101132,EM-51,75.2
39845813,AS-36,71.7
10192832,DA-48,89.4
44697617,CS-25,85.0
44199190,AS-06,77.1
25155228,ME-06,71.7
38203444,DA-65,76.1
19359027,DA-68,92.1
13139583,OE-22,81.5
27956057,AT-24,70.1
24406508,ME-53,63.0
16159949,MT-28,97.9
15153912,FL-02,75.6
27255609,MA-21,69.2
48725063,CS-12,75.7
22125720,MV-34,70.2
12666914,MT-17,74.5
16371103,CE-21,64.0
33003741,DA-36,65.2
48121556,PH-08,90.5
46975653,EE-72,86.3
33927228,ME-48,55.8
38026972,EM-20,68.6
16197239,MX-04,78.8
45229782,EM-53,78.5
20645352,CS-06,89.4
33064306,CE-31,91.6
48979414,MT-09,59.6
27510670,AS-51,67.0
44164394,CE-49,82.2
33572356,AT-30,79.8
32093160,AS-28,68.5
49424045,EM-54,90.8
25911487,AS-08,90.3
43483678,OE-05,85.4
35525756,EE-32,78.8
49916165,AS-51,77.1
13632558,LW-18,79.0
18714202,EM-11,83.6
32947353,EE-64,77.6
16511882,MT-25,75.6
21383317,PH-04,74.4
17001326,MV-73,70.5
32901282,AS-25,67.4
49968293,DA-53,89.4
48668735,MT-33,76.5
43975993,FL-02,84.7
46097454,LF-01,69.1
23266562,EE-55,93.9
42579219,MV-21,59.9
16980157,EE-34,75.7
10286445,LW-20,70.3
46419647,MV-63,83.8
29155244,LF-16,69.3
23714856,AT-01,53.5
20599222,AS-51,70.4
16149660,EE-85,70.9
32807246,EM-09,69.8
32177669,CS-50,82.2
46255925,ME-03,69.9
13060374,IE-04,70.6
32581710,EE-25,82.3
38803312,HS-26
45239684,CS-31,90.8
18449351,MT-26,78.9
29071054,AT-43,99.3
38977495,ME-08
12558379,HS-31,74.0
44919742,EM-39,84.1
38940613,AS-10,89.8
28029829,AT-19,72.1
15570329,CS-12,85.7
33446717,EE-38,61.4
13595132,MA-16,89.2
18599302,DA-53,79.3
38162616,CS-38,79.1
21008001,MV-17,96.2
47970706,CS-30,62.5
41473096,FL-52,74.2
32517081,LW-05
20060432,AT-47,58.7
43466971,AT-33,86.5
16960091,OE-09,68.6
17119563,FL-17,81.8
23687308,ME-01,91.5
35028106,CS-23,92.4
29505075,CS-54,82.3
18138566,EE-72,74.6
18325924,FL-95,95.8
35843261,CS-18,63.1
31856421,MA-02,85.4
44427013,ME-22,73.2
24306153,MT-53,75.7
16078022,DA-62,72.7
21357512,AT-20,84.6
21654066,MV-63,57.9
32033951,ME-62,84.3
28952295,DA-69,74.8
36447995,EM-35,94.7
34459734,MV-08,88.0
28441567,CS-49,86.1
27219367,EE-92,70.4
35749473,FL-54,58.8
21214697,MV-42,77.8
34694311,AT-38,86.8
27259166,FL-10,90.4
16841849,AT-39,71.2
39540110,MT-47,85.0
24474357,OE-28,85.1
23224156,EE-21,90.7
32300948,EE-25,83.0
29439213,EM-29,67.2
25313917,MV-09,83.1
30062167,OE-20,91.1
36664435,MV-24,57.0
24806050,AT-43,76.3
21494899,MV-22,77.2
26037049,ME-15,66.2
12881319,DA-50,81.2
42943724,MT-10,75.1
43057697,HS-12,68.1
21553270,OE-04,79.3
19772691,DA-62,96.3
30293227,MV-24,72.4
44646758,MV-20,87.0
47652793,HS-22,80.6
34470203,EM-64
18747601,EE-53,52.7
40868296,MA-18,73.5
12886943,OE-06,75.5
42519370,EE-94,89.5
19017861,EE-52,97.5
46374782,AS-11,69.0
15633157,OE-26,70.3
